City,Date,AQI,PM2.5,PM10,NO2
Bengaluru,2023-08-30,59.2,29.5,46.1,48.9
Bengaluru,2023-08-31,24.6,11.2,18.1,35.2
Bengaluru,2023-09-01,78.4,35.6,56.3,36.1
Bengaluru,2023-09-02,72.0,34.3,44.3,20.9
Bengaluru,2023-09-03,68.6,35.4,50.7,54.6
Bengaluru,2023-09-04,44.6,20.2,28.7,49.7
Bengaluru,2023-09-05,88.2,32.9,73.5,25.6
Bengaluru,2023-09-06,110.7,47.9,81.4,31.2
Bengaluru,2023-09-07,89.4,34.9,65.8,58.1
Bengaluru,2023-09-08,75.0,38.2,61.2,63.0
Bengaluru,2023-09-09,83.8,35.4,63.4,45.2
Bengaluru,2023-09-10,42.0,22.7,30.0,57.7
Bengaluru,2023-09-11,43.7,20.2,34.9,57.5
Bengaluru,2023-09-12,104.6,51.5,75.9,64.5
Bengaluru,2023-09-13,59.4,28.2,37.7,63.9
Bengaluru,2023-09-14,86.4,34.6,63.7,47.4
Bengaluru,2023-09-15,,49.7,63.3,25.2
Bengaluru,2023-09-16,50.9,18.6,39.7,31.0
Bengaluru,2023-09-17,76.0,35.1,64.4,58.9
Bengaluru,2023-09-18,88.5,31.6,75.8,42.6
Bengaluru,2023-09-19,51.2,27.3,31.5,15.2
Bengaluru,2023-09-20,61.4,29.0,49.6,44.7
Bengaluru,2023-09-21,38.6,17.0,29.9,25.2
Bengaluru,2023-09-22,85.0,36.0,60.7,37.2
Bengaluru,2023-09-23,99.0,40.4,63.4,46.5
Bengaluru,2023-09-24,68.2,31.0,55.2,28.7
Bengaluru,2023-09-25,65.8,31.3,59.0,35.3
Bengaluru,2023-09-26,37.0,20.2,25.4,42.3
Bengaluru,2023-09-27,58.1,31.9,41.0,31.7
Bengaluru,2023-09-28,97.1,46.3,72.6,54.0
Bengaluru,2023-09-29,89.6,48.9,53.8,58.6
Bengaluru,2023-09-30,109.6,56.9,92.0,43.2
Bengaluru,2023-10-01,100.8,46.6,79.8,39.9
Bengaluru,2023-10-02,91.7,46.6,63.5,40.7
Bengaluru,2023-10-03,,25.8,37.2,39.4
Bengaluru,2023-10-04,,26.8,48.6,19.5
Bengaluru,2023-10-05,55.4,28.2,44.0,59.1
Bengaluru,2023-10-06,40.1,18.3,28.1,42.4
Bengaluru,2023-10-07,80.5,41.6,55.5,24.8
Bengaluru,2023-10-08,71.6,28.0,57.7,27.1
Bengaluru,2023-10-09,91.0,49.5,62.3,10.1
Bengaluru,2023-10-10,145.3,75.3,112.1,48.4
Bengaluru,2023-10-11,49.2,24.6,39.9,52.9
Bengaluru,2023-10-12,72.5,32.6,48.7,43.5
Bengaluru,2023-10-13,16.4,6.7,10.4,51.0
Bengaluru,2023-10-14,84.4,37.0,51.3,14.6
Bengaluru,2023-10-15,45.7,24.4,37.5,41.9
Bengaluru,2023-10-16,32.3,16.9,27.3,36.2
Bengaluru,2023-10-17,109.8,54.3,81.0,31.4
Bengaluru,2023-10-18,,36.5,54.9,22.2
Bengaluru,2023-10-19,66.1,23.7,50.0,36.4
Bengaluru,2023-10-20,63.3,26.1,54.9,29.1
Bengaluru,2023-10-21,68.0,28.1,49.8,48.9
Bengaluru,2023-10-22,85.5,30.2,67.3,45.7
Bengaluru,2023-10-23,58.1,24.0,37.3,39.1
Bengaluru,2023-10-24,69.2,25.2,54.3,28.3
Bengaluru,2023-10-25,60.7,27.0,48.7,53.8
Bengaluru,2023-10-26,81.5,31.4,63.5,43.1
Bengaluru,2023-10-27,35.3,16.7,24.5,24.3
Bengaluru,2023-10-28,91.2,41.7,81.4,18.4
Bengaluru,2023-10-29,76.0,39.0,66.6,23.2
Bengaluru,2023-10-30,48.0,23.6,35.5,43.3
Bengaluru,2023-10-31,77.0,36.5,67.3,50.6
Bengaluru,2023-11-01,44.8,22.7,38.7,54.6
Bengaluru,2023-11-02,69.1,29.0,51.0,41.1
Bengaluru,2023-11-03,95.4,35.8,60.2,62.5
Bengaluru,2023-11-04,93.4,44.8,78.2,15.6
Bengaluru,2023-11-05,50.2,23.8,38.4,36.9
Bengaluru,2023-11-06,99.3,50.9,77.2,37.6
Bengaluru,2023-11-07,80.7,37.0,54.1,24.3
Bengaluru,2023-11-08,69.7,32.4,52.0,34.8
Bengaluru,2023-11-09,51.7,26.6,33.8,30.8
Bengaluru,2023-11-10,84.1,43.1,69.9,38.4
Bengaluru,2023-11-11,53.9,19.8,45.6,52.1
Bengaluru,2023-11-12,116.0,40.6,74.7,18.9
Bengaluru,2023-11-13,93.2,43.4,61.4,54.9
Bengaluru,2023-11-14,65.9,35.1,45.6,28.1
Bengaluru,2023-11-15,100.0,41.9,62.7,34.4
Bengaluru,2023-11-16,148.2,55.7,102.0,42.2
Bengaluru,2023-11-17,53.5,26.3,45.3,53.9
Bengaluru,2023-11-18,43.5,17.3,35.3,63.1
Bengaluru,2023-11-19,57.8,24.6,44.1,48.1
Bengaluru,2023-11-20,60.2,25.7,52.8,25.5
Bengaluru,2023-11-21,82.8,40.1,53.0,32.7
Bengaluru,2023-11-22,79.0,35.3,57.8,41.2
Bengaluru,2023-11-23,85.5,37.0,63.0,39.6
Bengaluru,2023-11-24,83.2,32.1,62.6,20.2
Bengaluru,2023-11-25,49.1,19.0,38.4,34.7
Bengaluru,2023-11-26,32.3,14.5,23.4,26.3
Bengaluru,2023-11-27,52.1,24.2,42.3,35.9
Bengaluru,2023-11-28,96.7,36.6,79.2,51.2
Bengaluru,2023-11-29,146.3,64.8,91.2,35.6
Bengaluru,2023-11-30,83.3,41.5,74.0,35.9
Bengaluru,2023-12-01,106.3,43.8,65.5,50.0
Bengaluru,2023-12-02,50.9,23.0,37.7,61.7
Bengaluru,2023-12-03,72.3,36.8,49.7,24.4
Bengaluru,2023-12-04,130.2,64.5,100.1,47.5
Bengaluru,2023-12-05,101.2,36.5,90.8,46.4
Bengaluru,2023-12-06,87.7,32.1,65.9,20.4
Bengaluru,2023-12-07,87.0,35.3,74.6,30.3
Bengaluru,2023-12-08,87.1,40.8,56.2,40.7
Bengaluru,2023-12-09,32.1,15.7,23.9,49.0
Bengaluru,2023-12-10,90.2,33.1,58.0,11.6
Bengaluru,2023-12-11,88.2,48.4,73.3,36.5
Bengaluru,2023-12-12,77.0,30.2,63.2,56.1
Bengaluru,2023-12-13,54.8,20.5,35.6,57.8
Bengaluru,2023-12-14,58.0,29.0,44.1,47.5
Bengaluru,2023-12-15,46.5,17.6,40.0,56.1
Bengaluru,2023-12-16,132.1,64.2,117.4,42.6
Bengaluru,2023-12-17,72.0,34.4,63.9,36.0
Bengaluru,2023-12-18,24.1,10.0,16.4,53.9
Bengaluru,2023-12-19,104.7,52.8,86.3,52.7
Bengaluru,2023-12-20,71.7,29.9,57.9,20.1
Bengaluru,2023-12-21,88.4,45.6,53.4,57.1
Bengaluru,2023-12-22,84.6,33.3,58.0,44.0
Bengaluru,2023-12-23,76.9,41.3,61.3,43.1
Bengaluru,2023-12-24,106.4,52.3,67.7,8.4
Bengaluru,2023-12-25,83.2,44.1,64.0,33.8
Bengaluru,2023-12-26,127.1,50.9,94.1,33.5
Bengaluru,2023-12-27,107.8,43.7,78.5,31.6
Bengaluru,2023-12-28,110.2,42.1,68.6,25.3
Bengaluru,2023-12-29,79.2,28.7,70.2,25.5
Bengaluru,2023-12-30,72.5,38.8,56.8,56.1
Bengaluru,2023-12-31,87.6,44.1,58.3,55.7
Chennai,2023-01-01,51.6,19.1,32.1,14.0
Chennai,2023-01-02,70.8,37.5,45.6,35.1
Chennai,2023-01-03,48.6,19.6,39.4,13.1
Chennai,2023-01-04,120.2,64.7,89.8,28.9
Chennai,2023-01-05,40.3,20.4,30.7,51.3
Chennai,2023-01-06,159.5,71.2,122.8,40.8
Chennai,2023-01-07,114.2,49.1,90.2,34.4
Chennai,2023-01-08,101.8,55.2,63.5,38.3
Chennai,2023-01-09,43.8,16.9,26.8,46.4
Chennai,2023-01-10,76.4,40.4,60.3,46.5
Chennai,2023-01-11,82.5,41.0,53.0,44.9
Chennai,2023-01-12,105.6,47.3,65.4,62.4
Chennai,2023-01-13,66.8,34.5,49.1,36.8
Chennai,2023-01-14,97.7,49.6,59.9,39.9
Chennai,2023-01-15,127.4,56.3,102.4,58.4
Chennai,2023-01-16,101.2,54.1,61.8,33.9
Chennai,2023-01-17,115.7,61.7,71.0,57.0
Chennai,2023-01-18,85.5,30.8,59.2,32.4
Chennai,2023-01-19,98.4,46.1,83.2,24.1
Chennai,2023-01-20,115.8,45.6,97.4,50.9
Chennai,2023-01-21,44.2,21.5,30.8,52.3
Chennai,2023-01-22,126.3,65.3,105.8,37.0
Chennai,2023-01-23,93.4,34.9,60.0,20.0
Chennai,2023-01-24,52.8,23.1,46.3,51.8
Chennai,2023-01-25,102.4,48.4,85.3,41.7
Chennai,2023-01-26,,47.2,76.6,41.7
Chennai,2023-01-27,56.2,28.7,46.7,14.5
Chennai,2023-01-28,83.3,37.9,60.3,30.5
Chennai,2023-01-29,,48.5,94.2,32.2
Chennai,2023-01-30,127.4,53.5,76.6,33.5
Chennai,2023-01-31,91.3,33.7,64.7,47.5
Chennai,2023-02-01,92.4,46.6,73.7,21.4
Chennai,2023-02-02,87.0,42.4,77.5,49.7
Chennai,2023-02-03,72.8,26.1,57.8,41.5
Chennai,2023-02-04,83.5,42.7,69.1,55.6
Chennai,2023-02-05,134.3,51.7,112.2,46.6
Chennai,2023-02-06,76.2,37.7,59.3,40.7
Chennai,2023-02-07,81.4,33.8,67.9,48.9
Chennai,2023-02-08,84.1,44.1,59.9,46.1
Chennai,2023-02-09,95.8,50.6,61.6,56.6
Chennai,2023-02-10,117.7,44.4,96.0,32.8
Chennai,2023-02-11,38.5,14.5,31.1,9.9
Chennai,2023-02-12,104.1,46.0,67.8,43.0
Chennai,2023-02-13,57.6,29.3,45.6,66.0
Chennai,2023-02-14,76.9,40.1,48.1,34.1
Chennai,2023-02-15,110.2,51.6,93.8,26.4
Chennai,2023-02-16,81.7,32.6,57.0,63.9
Chennai,2023-02-17,38.2,14.5,29.5,24.9
Chennai,2023-02-18,,74.8,139.9,41.3
Chennai,2023-02-19,123.7,63.0,104.7,43.9
Chennai,2023-02-20,70.2,24.7,57.5,43.3
Chennai,2023-02-21,104.2,50.0,65.4,37.5
Chennai,2023-02-22,66.3,34.6,54.6,41.6
Chennai,2023-02-23,120.5,63.2,87.0,42.5
Chennai,2023-02-24,96.7,46.1,83.0,26.0
Chennai,2023-02-25,143.5,51.2,104.4,53.6
Chennai,2023-02-26,81.6,41.5,68.2,76.0
Chennai,2023-02-27,140.4,50.7,124.1,55.1
Chennai,2023-02-28,63.3,26.8,49.7,12.1
Chennai,2023-03-01,78.5,28.5,63.8,47.0
Chennai,2023-03-02,112.2,41.8,83.4,80.6
Chennai,2023-03-03,124.2,48.7,102.3,32.6
Chennai,2023-03-04,94.0,45.7,64.2,53.8
Chennai,2023-03-05,113.8,51.8,72.5,45.4
Chennai,2023-03-06,79.5,32.5,62.5,18.1
Chennai,2023-03-07,110.8,59.6,68.7,5.6
Chennai,2023-03-08,114.1,60.4,78.3,29.6
Chennai,2023-03-09,103.0,50.4,77.1,38.1
Chennai,2023-03-10,114.0,46.6,101.6,27.1
Chennai,2023-03-11,75.6,33.2,60.0,37.9
Chennai,2023-03-12,87.4,34.7,77.3,45.2
Chennai,2023-03-13,72.3,34.6,50.5,27.8
Chennai,2023-03-14,54.0,23.7,37.3,27.2
Chennai,2023-03-15,123.4,49.6,92.0,59.5
Chennai,2023-03-16,,57.7,101.1,35.3
Chennai,2023-03-17,121.9,49.6,108.7,69.5
Chennai,2023-03-18,112.9,43.0,75.8,20.5
Chennai,2023-03-19,113.6,45.7,74.4,43.3
Chennai,2023-03-20,83.1,34.8,59.2,38.5
Chennai,2023-03-21,73.8,39.4,53.2,37.8
Chennai,2023-03-22,74.3,30.8,44.7,40.0
Chennai,2023-03-23,84.5,41.5,62.7,-0.8
Chennai,2023-03-24,73.4,34.1,47.3,74.9
Chennai,2023-03-25,34.0,16.6,27.9,27.0
Chennai,2023-03-26,102.4,42.1,73.8,35.2
Chennai,2023-03-27,106.4,38.4,84.3,26.3
Chennai,2023-03-28,72.8,29.5,44.2,34.7
Chennai,2023-03-29,60.5,22.2,45.6,36.1
Chennai,2023-03-30,98.4,53.0,85.9,52.3
Chennai,2023-03-31,79.8,33.8,56.8,46.5
Chennai,2023-04-01,84.4,44.3,52.9,53.6
Chennai,2023-04-02,85.8,43.8,58.9,23.9
Chennai,2023-04-03,115.5,61.1,74.1,2.6
Chennai,2023-04-04,79.9,35.5,68.7,36.7
Chennai,2023-04-05,100.3,50.3,62.8,39.5
Chennai,2023-04-06,37.7,17.4,30.7,57.9
Chennai,2023-04-07,90.5,38.6,69.3,31.9
Chennai,2023-04-08,140.6,57.8,108.0,47.4
Chennai,2023-04-09,,33.7,74.1,40.8
Chennai,2023-04-10,106.0,56.0,76.9,25.4
Chennai,2023-04-11,47.3,17.7,32.3,41.2
Chennai,2023-04-12,100.4,46.8,77.3,39.8
Chennai,2023-04-13,116.7,57.0,74.2,24.5
Chennai,2023-04-14,53.5,20.5,33.0,38.5
Chennai,2023-04-15,65.6,25.1,44.7,67.9
Chennai,2023-04-16,36.0,14.7,27.3,56.0
Chennai,2023-04-17,121.0,46.8,76.0,33.0
Chennai,2023-04-18,90.6,46.7,73.0,21.2
Chennai,2023-04-19,76.6,28.3,59.3,61.6
Chennai,2023-04-20,92.0,39.1,68.6,37.8
Chennai,2023-04-21,56.9,21.7,37.9,67.8
Chennai,2023-04-22,112.5,58.1,85.2,69.6
Chennai,2023-04-23,55.3,20.6,40.8,36.2
Chennai,2023-04-24,135.9,60.6,94.2,52.8
Chennai,2023-04-25,56.5,26.5,46.8,61.0
Chennai,2023-04-26,,33.8,43.9,59.8
Chennai,2023-04-27,99.7,37.4,63.7,33.5
Chennai,2023-04-28,127.8,46.7,106.4,50.9
Chennai,2023-04-29,90.4,46.0,68.2,35.6
Chennai,2023-04-30,103.1,37.5,82.5,42.7
Chennai,2023-05-01,91.4,35.7,79.6,13.8
Chennai,2023-05-02,100.4,52.1,88.6,52.8
Chennai,2023-05-03,114.6,51.6,93.8,35.6
Chennai,2023-05-04,91.9,42.8,55.5,59.5
Chennai,2023-05-05,93.8,49.7,71.4,49.6
Chennai,2023-05-06,102.6,46.3,83.3,38.9
Chennai,2023-05-07,65.0,35.2,42.5,54.9
Chennai,2023-05-08,73.3,29.0,46.5,51.6
Chennai,2023-05-09,104.3,39.3,86.4,39.3
Chennai,2023-05-10,,33.2,50.8,21.6
Chennai,2023-05-11,82.1,44.8,60.2,59.9
Chennai,2023-05-12,68.1,26.4,42.3,35.9
Chennai,2023-05-13,107.2,41.4,96.4,25.7
Chennai,2023-05-14,76.8,37.0,48.0,40.4
Chennai,2023-05-15,107.6,39.8,94.4,51.9
Chennai,2023-05-16,100.1,41.8,77.9,39.2
Chennai,2023-05-17,104.3,51.6,71.3,39.5
Chennai,2023-05-18,81.6,41.4,64.7,20.7
Chennai,2023-05-19,64.2,27.7,47.9,50.0
Chennai,2023-05-20,81.4,32.6,61.0,65.2
Chennai,2023-05-21,79.6,28.7,49.4,34.2
Chennai,2023-05-22,57.3,27.8,37.0,3.9
Chennai,2023-05-23,80.9,40.5,67.2,35.3
Chennai,2023-05-24,95.0,42.6,64.5,30.3
Chennai,2023-05-25,59.2,32.0,36.1,64.7
Chennai,2023-05-26,33.7,13.9,24.0,54.1
Chennai,2023-05-27,83.0,43.3,57.3,41.0
Chennai,2023-05-28,81.1,40.0,60.5,23.2
Chennai,2023-05-29,122.5,59.7,94.5,54.3
Chennai,2023-05-30,35.7,15.3,26.7,44.4
Chennai,2023-05-31,128.1,69.9,89.2,36.2
Chennai,2023-06-01,98.4,41.3,80.9,40.8
Chennai,2023-06-02,148.2,54.8,104.3,45.3
Chennai,2023-06-03,73.7,29.4,58.5,50.9
Chennai,2023-06-04,38.6,15.9,27.1,21.9
Chennai,2023-06-05,114.7,60.0,88.4,41.6
Chennai,2023-06-06,108.0,50.5,96.7,33.1
Chennai,2023-06-07,70.0,35.8,44.1,50.4
Chennai,2023-06-08,78.5,39.5,55.1,27.9
Chennai,2023-06-09,70.0,31.5,59.8,30.6
Chennai,2023-06-10,102.4,41.7,62.9,12.0
Chennai,2023-06-11,118.4,59.0,74.3,39.6
Chennai,2023-06-12,97.0,35.3,81.5,34.4
Chennai,2023-06-13,71.0,34.1,49.0,41.6
Chennai,2023-06-14,99.9,39.0,72.0,24.9
Chennai,2023-06-15,68.2,26.3,41.3,28.3
Chennai,2023-06-16,73.9,29.0,65.7,11.4
Chennai,2023-06-17,88.5,40.4,69.4,23.2
Chennai,2023-06-18,93.6,44.5,70.8,24.1
Chennai,2023-06-19,79.6,38.8,54.9,46.4
Chennai,2023-06-20,67.5,24.5,44.6,45.2
Chennai,2023-06-21,45.5,18.3,35.5,54.6
Chennai,2023-06-22,78.6,31.4,66.7,44.1
Chennai,2023-06-23,55.0,26.4,33.6,44.3
Chennai,2023-06-24,98.2,50.2,78.3,46.8
Chennai,2023-06-25,114.6,51.2,69.4,66.2
Chennai,2023-06-26,97.4,51.0,84.8,35.2
Chennai,2023-06-27,67.8,25.0,59.9,47.9
Chennai,2023-06-28,87.5,43.5,77.0,31.9
Chennai,2023-06-29,37.9,20.3,25.6,36.1
Chennai,2023-06-30,105.5,53.9,73.7,32.7
Chennai,2023-07-01,66.0,26.2,48.0,32.5
Chennai,2023-07-02,100.7,44.1,68.1,47.3
Chennai,2023-07-03,62.5,33.7,43.4,30.7
Chennai,2023-07-04,52.3,27.5,46.1,50.5
Chennai,2023-07-05,61.1,21.6,54.4,58.0
Chennai,2023-07-06,47.7,25.7,38.5,22.2
Chennai,2023-07-07,95.0,39.1,84.3,29.2
Chennai,2023-07-08,56.7,29.7,48.6,60.8
Chennai,2023-07-09,43.1,23.5,29.2,61.2
Chennai,2023-07-10,133.9,52.5,116.1,55.0
Chennai,2023-07-11,124.2,62.5,89.7,29.3
Chennai,2023-07-12,144.9,78.0,107.4,46.4
Chennai,2023-07-13,44.1,23.2,37.3,55.0
Chennai,2023-07-14,109.5,46.0,85.5,19.3
Chennai,2023-07-15,107.8,38.3,66.4,17.4
Chennai,2023-07-16,65.1,24.6,46.9,23.6
Chennai,2023-07-17,73.2,27.9,55.3,30.6
Chennai,2023-07-18,141.8,73.6,114.3,34.6
Chennai,2023-07-19,96.5,48.0,65.4,27.3
Chennai,2023-07-20,69.9,27.2,50.6,14.1
Chennai,2023-07-21,113.8,60.0,75.9,67.9
Chennai,2023-07-22,150.1,71.3,130.9,29.1
Chennai,2023-07-23,108.4,41.6,78.1,38.4
Chennai,2023-07-24,70.4,29.8,62.2,45.0
Chennai,2023-07-25,123.0,65.7,90.5,56.1
Chennai,2023-07-26,83.5,32.4,71.7,33.3
Chennai,2023-07-27,94.6,35.6,81.1,27.9
Chennai,2023-07-28,16.0,7.8,11.6,11.2
Chennai,2023-07-29,76.8,30.9,60.3,44.6
Chennai,2023-07-30,112.5,49.7,67.8,32.1
Chennai,2023-07-31,106.6,52.0,86.8,49.8
Chennai,2023-08-01,78.2,28.9,48.3,16.3
Chennai,2023-08-02,79.8,43.8,70.4,49.5
Chennai,2023-08-03,127.0,45.6,85.9,35.9
Chennai,2023-08-04,72.6,30.8,64.6,31.3
Chennai,2023-08-05,55.6,25.1,48.9,32.8
Chennai,2023-08-06,100.7,45.9,64.7,34.5
Chennai,2023-08-07,96.2,50.4,81.8,43.0
Chennai,2023-08-08,89.1,46.8,69.8,5.8
Chennai,2023-08-09,91.6,48.4,63.6,28.3
Chennai,2023-08-10,137.5,71.6,109.6,39.1
Chennai,2023-08-11,92.8,36.7,56.7,35.3
Chennai,2023-08-12,87.2,47.9,76.6,63.4
Chennai,2023-08-13,115.4,51.6,86.3,43.6
Chennai,2023-08-14,121.9,44.9,104.9,15.2
Chennai,2023-08-15,97.2,39.3,84.3,48.3
Chennai,2023-08-16,58.2,26.5,44.9,29.8
Chennai,2023-08-17,80.3,39.0,69.6,43.0
Chennai,2023-08-18,131.8,56.5,102.4,43.7
Chennai,2023-08-19,140.8,51.6,119.6,31.4
Chennai,2023-08-20,73.4,34.4,44.2,26.1
Chennai,2023-08-21,130.2,54.0,106.7,35.9
Chennai,2023-08-22,83.1,32.6,51.1,2.5
Chennai,2023-08-23,74.7,27.2,66.2,29.6
Chennai,2023-08-24,69.2,37.6,59.5,50.3
Chennai,2023-08-25,136.4,69.0,93.5,55.6
Chennai,2023-08-26,90.7,40.6,66.2,18.1
Chennai,2023-08-27,98.4,37.0,78.7,27.9
Chennai,2023-08-28,106.6,56.2,79.2,24.4
Chennai,2023-08-29,62.9,32.2,49.3,33.9
Chennai,2023-08-30,,26.4,46.6,46.4
Chennai,2023-08-31,96.9,43.5,76.4,62.5
Chennai,2023-09-01,67.1,35.7,49.9,38.1
Chennai,2023-09-02,98.7,51.2,74.7,46.3
Chennai,2023-09-03,87.5,31.4,55.3,44.5
Chennai,2023-09-04,78.9,36.6,53.3,43.0
Chennai,2023-09-05,89.6,33.4,71.5,46.2
Chennai,2023-09-06,97.6,35.8,84.2,48.6
Chennai,2023-09-07,79.0,38.2,62.2,59.1
Chennai,2023-09-08,83.1,32.2,54.5,79.0
Chennai,2023-09-09,89.3,33.2,67.9,19.6
Chennai,2023-09-10,103.9,46.3,83.9,40.3
Chennai,2023-09-11,139.4,62.4,109.5,11.4
Chennai,2023-09-12,116.1,56.7,83.4,37.7
Chennai,2023-09-13,,31.8,51.6,47.3
Chennai,2023-09-14,144.5,69.3,114.9,34.5
Chennai,2023-09-15,53.9,20.9,37.2,48.3
Chennai,2023-09-16,,22.6,38.2,43.9
Chennai,2023-09-17,68.8,35.9,53.4,3.0
Chennai,2023-09-18,100.9,36.3,60.8,58.6
Chennai,2023-09-19,59.8,31.1,49.1,22.7
Chennai,2023-09-20,60.7,27.2,45.3,29.2
Chennai,2023-09-21,57.6,29.6,43.0,28.8
Chennai,2023-09-22,82.4,34.0,51.0,22.1
Chennai,2023-09-23,112.7,50.6,99.4,30.3
Chennai,2023-09-24,,26.6,42.9,59.0
Chennai,2023-09-25,78.7,41.9,55.2,49.1
Chennai,2023-09-26,46.9,17.6,32.3,22.7
Chennai,2023-09-27,72.9,35.3,59.8,3.1
Chennai,2023-09-28,104.3,49.5,71.4,14.2
Chennai,2023-09-29,89.8,35.0,70.2,17.8
Chennai,2023-09-30,113.4,46.6,75.2,49.2
Chennai,2023-10-01,95.1,40.1,61.6,40.8
Chennai,2023-10-02,,42.8,86.0,11.9
Chennai,2023-10-03,79.5,31.9,55.8,34.9
Chennai,2023-10-04,84.7,34.2,54.7,43.7
Chennai,2023-10-05,77.6,38.1,68.1,23.2
Chennai,2023-10-06,61.4,22.9,38.8,46.3
Chennai,2023-10-07,52.4,27.0,32.1,23.2
Chennai,2023-10-08,121.1,64.4,78.4,53.0
Chennai,2023-10-09,82.1,40.8,51.7,55.6
Chennai,2023-10-10,74.8,38.9,54.7,29.2
Chennai,2023-10-11,48.6,24.9,34.1,53.0
Chennai,2023-10-12,78.2,39.2,55.4,39.8
Chennai,2023-10-13,81.8,35.5,54.7,32.6
Chennai,2023-10-14,99.2,43.8,84.9,25.3
Chennai,2023-10-15,,36.9,58.7,26.3
Chennai,2023-10-16,113.2,46.7,101.3,6.2
Chennai,2023-10-17,95.1,45.8,75.4,44.6
Chennai,2023-10-18,97.9,48.2,78.1,37.0
Chennai,2023-10-19,66.7,32.4,51.1,38.4
Chennai,2023-10-20,74.6,26.2,51.0,63.3
Chennai,2023-10-21,28.0,12.3,18.5,34.1
Chennai,2023-10-22,42.6,20.9,36.9,32.7
Chennai,2023-10-23,95.6,39.2,58.4,25.0
Chennai,2023-10-24,67.2,25.2,60.3,60.8
Chennai,2023-10-25,87.4,39.7,72.3,46.5
Chennai,2023-10-26,93.6,43.9,62.9,43.0
Chennai,2023-10-27,96.8,36.0,59.8,16.1
Chennai,2023-10-28,62.5,22.5,49.7,55.1
Chennai,2023-10-29,106.7,47.0,95.5,48.9
Chennai,2023-10-30,118.7,62.8,93.6,-2.3
Chennai,2023-10-31,53.1,21.6,44.4,35.8
Chennai,2023-11-01,80.8,36.7,54.5,18.1
Chennai,2023-11-02,72.6,30.7,45.7,57.5
Chennai,2023-11-03,77.5,28.1,67.2,12.6
Chennai,2023-11-04,59.9,27.3,46.5,42.4
Chennai,2023-11-05,62.1,27.9,45.1,38.2
Chennai,2023-11-06,29.8,16.2,25.2,52.8
Chennai,2023-11-07,99.0,37.2,80.3,46.2
Chennai,2023-11-08,99.2,44.1,81.7,34.3
Chennai,2023-11-09,115.2,54.2,83.2,35.0
Chennai,2023-11-10,,44.3,82.8,53.5
Chennai,2023-11-11,113.8,57.8,73.1,39.3
Chennai,2023-11-12,82.5,43.5,54.8,37.5
Chennai,2023-11-13,103.6,43.5,89.2,24.2
Chennai,2023-11-14,58.3,30.9,48.6,49.7
Chennai,2023-11-15,45.9,23.1,34.5,43.7
Chennai,2023-11-16,60.3,31.6,42.1,44.0
Chennai,2023-11-17,102.7,40.7,73.8,18.9
Chennai,2023-11-18,21.8,10.8,17.3,30.4
Chennai,2023-11-19,119.2,60.7,96.8,22.5
Chennai,2023-11-20,76.7,29.8,60.3,37.1
Chennai,2023-11-21,81.8,31.7,60.8,37.7
Chennai,2023-11-22,101.3,39.1,61.4,35.4
Chennai,2023-11-23,94.8,50.0,69.5,29.0
Chennai,2023-11-24,103.4,37.1,88.8,20.8
Chennai,2023-11-25,119.7,62.5,83.2,42.3
Chennai,2023-11-26,89.4,34.3,57.5,47.4
Chennai,2023-11-27,89.6,38.7,58.3,46.5
Chennai,2023-11-28,,25.8,51.1,31.2
Chennai,2023-11-29,77.7,33.0,65.9,54.0
Chennai,2023-11-30,103.7,48.4,77.6,47.0
Chennai,2023-12-01,90.4,32.7,66.8,25.2
Chennai,2023-12-02,63.1,25.0,54.6,49.5
Chennai,2023-12-03,81.3,32.5,62.3,78.3
Chennai,2023-12-04,95.2,34.9,75.3,27.5
Chennai,2023-12-05,111.2,60.8,92.8,77.7
Chennai,2023-12-06,61.4,27.0,36.9,36.3
Chennai,2023-12-07,38.6,21.0,23.2,46.2
Chennai,2023-12-08,119.4,61.8,85.3,33.0
Chennai,2023-12-09,66.4,30.0,40.7,57.1
Chennai,2023-12-10,87.6,37.6,55.8,20.7
Chennai,2023-12-11,112.8,49.2,88.3,54.7
Chennai,2023-12-12,113.6,47.5,77.1,36.5
Chennai,2023-12-13,90.5,49.5,63.6,23.5
Chennai,2023-12-14,,26.0,42.3,45.1
Chennai,2023-12-15,121.9,59.1,88.2,40.2
Chennai,2023-12-16,124.5,57.0,104.1,25.7
Chennai,2023-12-17,,43.0,66.8,35.1
Chennai,2023-12-18,77.7,40.1,55.0,27.6
Chennai,2023-12-19,111.1,39.1,82.1,63.0
Chennai,2023-12-20,118.0,41.8,80.8,33.7
Chennai,2023-12-21,113.2,53.5,78.2,33.3
Chennai,2023-12-22,85.9,36.3,58.8,29.3
Chennai,2023-12-23,126.2,49.1,106.8,26.7
Chennai,2023-12-24,45.1,20.2,34.5,58.4
Chennai,2023-12-25,70.6,32.7,43.7,23.7
Chennai,2023-12-26,97.1,45.1,64.9,44.0
Chennai,2023-12-27,41.6,20.2,37.3,36.2
Chennai,2023-12-28,77.9,36.0,57.3,22.7
Chennai,2023-12-29,127.1,45.8,112.1,31.8
Chennai,2023-12-30,10.0,4.9,7.4,60.1
Chennai,2023-12-31,59.6,23.5,40.7,59.3
Hyderabad,2023-01-01,,23.0,37.0,47.9
Hyderabad,2023-01-02,79.5,43.4,57.8,38.5
Hyderabad,2023-01-03,103.3,42.6,81.4,45.1
